cell_sig	resource_meta	MORE	LESS	net	essential_axes	essential_axes_list	c_sex	c_age	c_ownership_status	c_ancestry	c_residence	c_wealth	period3
Male/Adult/Free/*/*/High	Eligibility for public office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Elder/*/*/*/*	Right to retain property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	elder	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Elder/*/Native/*/*	Access to public honors	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	elder	unspecified	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/High	Right to a dowry	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	minor	unspecified	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/Free/*/*/High	Right to bodily autonomy	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	minor	free	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to a legal trial	4	0	4	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from enslavement	2	0	2	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to retain own earnings	2	0	2	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	enslaved	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Political power	2	0	2	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Access to the gymnasium	2	1	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to remuneration for office	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to retain own earnings	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/*	Access to religious rites	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/High	Eligibility for public office	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	unspecified	unspecified	resident	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/Non resident/*	Right to citizenship	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	unspecified	foreign	non_resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Eligibility for public office	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	unspecified	native	unspecified	any	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Access to public honors	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	unspecified	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Access to religious rites	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	unspecified	native	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from enslavement	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	any	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to a legal trial	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to remuneration for office	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to inherit property	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to retain own earnings	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/Low	Right to vote in the Ekklesia	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	resident	low	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/*/*	Protection from enslavement	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	foreign	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to citizenship	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	foreign	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Political power	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Right to vote in the Ekklesia	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Eligibility for public office	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	free	native	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/High	Right to inherit property	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	adult	free	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Elder/*/*/*/*	Access to public honors	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	elder	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Access to religious rites	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Access to religious rites	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	minor	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Minor/*/*/*/*	Access to the gymnasium	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	minor	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Protection from enslavement	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Access to public honors	5	0	5	4	c_sex, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Eligibility for public office	5	2	3	4	c_sex, c_age, c_ownership_status, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Political power	5	2	3	4	c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Eligibility for public office	3	0	3	4	c_sex, c_age, c_ancestry, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Political power	3	0	3	4	c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/Resident/*	Right to citizenship	2	0	2	4	c_sex, c_age, c_ancestry, c_wealth	unspecified	unspecified	unspecified	foreign	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Eligibility for public office	1	0	1	4	c_sex, c_age, c_ownership_status, c_ancestry	unspecified	unspecified	unspecified	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Political power	1	0	1	4	c_sex, c_age, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to retain own earnings	1	0	1	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to vote in the Ekklesia	1	0	1	4	c_sex, c_age, c_ownership_status, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/*	Right to vote in the Ekklesia	1	0	1	4	c_sex, c_age, c_ownership_status, c_ancestry	unspecified	unspecified	free	unspecified	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Access to the gymnasium	1	0	1	4	c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/*/*/*/*	Political power	1	0	1	4	c_sex, c_ancestry, c_residence, c_wealth	male	adult	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/*	Access to the gymnasium	1	0	1	4	c_ownership_status, c_ancestry, c_residence, c_wealth	male	minor	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Eligibility for public office	1	0	1	3	c_sex, c_age, c_residence	unspecified	unspecified	unspecified	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
